"fairelec","contrib","concede","equalvote","turnout","equalrights","speech","protest","media","limits","judicial","facts","vote","rating"
NA,NA,4,NA,NA,3,NA,3,NA,NA,NA,NA,"Trump",35
NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,"Harris",70
NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,"Abstained",47
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",39
4,NA,4,NA,2,NA,4,NA,NA,NA,4,NA,"Harris",30
NA,NA,3,4,NA,NA,NA,NA,4,NA,NA,NA,"Trump",88
4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",10
NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,"Trump",82
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Abstained",62
NA,NA,3,NA,NA,NA,NA,4,NA,NA,3,4,"Trump",92
NA,NA,NA,2,NA,3,NA,NA,2,NA,NA,NA,"Abstained",48
NA,NA,2,NA,2,NA,NA,NA,NA,2,NA,NA,"Trump",64
NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,NA,"Harris",100
NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,NA,"Trump",44
NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",30
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,"Trump",3
NA,NA,NA,NA,4,3,NA,NA,NA,3,NA,NA,"Harris",60
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,"Abstained",0
NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,2,"Harris",91
4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",74
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",50
4,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,"Harris",89
NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,"Trump",49
4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",41
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,"Trump",61
NA,3,NA,NA,NA,4,NA,3,3,NA,NA,NA,"Other",90
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,"Harris",85
NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,NA,"Harris",50
NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,2,"Harris",86
NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,NA,"Harris",40
NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,NA,"Harris",39
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",44
NA,1,NA,4,NA,3,NA,NA,NA,NA,NA,NA,"Trump",16
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,"Trump",90
NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,"Harris",10
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",0
NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,"Trump",68
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Harris",77
NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,"Harris",70
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Abstained",41
3,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,"Trump",32
NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"Trump",62
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",31
NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",59
NA,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",55
4,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,"Trump",83
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Trump",60
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",90
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",82
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Abstained",56
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,"Abstained",67
NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,"Trump",66
NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,"Trump",50
NA,NA,3,3,NA,3,NA,3,NA,NA,NA,NA,"Abstained",34
NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",43
NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",72
NA,NA,NA,NA,NA,NA,3,NA,4,3,NA,NA,"Trump",80
NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,"Trump",61
NA,NA,NA,3,2,4,NA,NA,3,NA,NA,NA,"Harris",29
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,"Trump",40
NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Trump",38
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",93
NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,"Trump",77
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"Trump",37
NA,1,2,NA,NA,NA,NA,NA,3,NA,2,NA,"Harris",70
4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Trump",85
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",63
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,"Harris",95
NA,NA,4,4,NA,NA,NA,4,NA,NA,4,NA,"Abstained",42
NA,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",25
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,"Harris",50
NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,"Harris",50
3,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Harris",65
2,1,NA,NA,NA,NA,NA,NA,4,NA,3,NA,"Trump",7
NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Trump",76
NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,"Abstained",0
NA,NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,"Trump",90
NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,"Other",42
NA,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,"Harris",75
NA,NA,4,NA,NA,NA,NA,4,NA,3,NA,NA,"Harris",76
NA,NA,NA,4,3,NA,3,NA,NA,NA,NA,4,"Trump",95
NA,NA,NA,NA,3,NA,NA,NA,3,NA,3,NA,"Harris",70
NA,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,"Trump",61
NA,4,NA,NA,NA,NA,3,4,NA,NA,NA,NA,"Other",40
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",90
NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,"Harris",51
3,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,"Trump",85
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",76
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",60
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,"Abstained",50
NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,"Abstained",51
3,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",33
4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Trump",50
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",81
NA,NA,NA,4,NA,4,NA,NA,3,NA,NA,NA,"Trump",55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",78
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",50
NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Harris",49
NA,NA,NA,4,3,4,NA,NA,NA,3,NA,NA,"Trump",70
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",67
2,NA,NA,2,NA,NA,NA,1,NA,NA,1,2,"Abstained",50
NA,NA,4,NA,3,NA,NA,NA,NA,4,3,NA,"Harris",80
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",62
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",70
4,NA,2,NA,NA,NA,NA,3,NA,NA,4,NA,"Trump",61
NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,1,2,NA,NA,NA,3,NA,NA,2,NA,"Trump",50
2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Abstained",34
NA,NA,4,NA,3,NA,NA,NA,NA,NA,4,NA,"Harris",30
4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",2
NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,"Harris",38
3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,"Trump",54
NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"Trump",80
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",50
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",48
4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,"Trump",70
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",60
4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",30
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,2,4,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",56
NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,4,"Abstained",39
NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,"Trump",70
4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,"Trump",72
NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,4,"Trump",85
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",81
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",70
4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,"Abstained",45
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",28
NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,4,"Harris",86
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",65
NA,NA,4,NA,NA,NA,4,4,4,NA,NA,NA,"Harris",47
4,NA,3,NA,3,NA,NA,NA,NA,NA,4,NA,"Harris",81
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",59
4,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,"Harris",70
NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,NA,"Other",30
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Harris",77
4,4,NA,NA,3,NA,NA,NA,NA,4,NA,NA,"Trump",33
NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"Trump",84
NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,"Trump",27
NA,NA,3,NA,4,NA,NA,NA,4,NA,NA,NA,"Harris",48
NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",85
NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,"Abstained",0
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Trump",71
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",52
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,3,4,NA,NA,4,NA,NA,NA,"Harris",32
4,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",44
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",45
NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Harris",70
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Harris",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",34
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Other",40
NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,"Trump",65
NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,"Harris",65
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",71
4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",64
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",88
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",10
NA,NA,NA,NA,3,3,3,NA,NA,NA,2,NA,"Trump",80
NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,3,"Abstained",85
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",43
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,"Trump",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,"Harris",80
NA,NA,NA,3,NA,NA,NA,4,3,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",86
NA,1,2,NA,3,NA,NA,NA,NA,3,NA,NA,"Trump",65
4,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",79
NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,"Abstained",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,"Trump",52
NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,"Trump",70
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",57
2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",64
NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,"Abstained",75
NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,"Abstained",54
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
4,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3,"Harris",80
NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,"Harris",50
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Abstained",50
4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Trump",68
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Trump",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",34
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,"Harris",60
NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,"Harris",70
NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,"Harris",41
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,"Trump",75
NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,"Trump",92
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",31
NA,NA,NA,NA,3,3,NA,NA,4,NA,NA,NA,"Harris",76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",70
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",69
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",41
NA,3,NA,4,NA,NA,4,NA,NA,4,NA,NA,"Abstained",89
NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,"Harris",70
NA,NA,NA,4,NA,4,NA,4,NA,4,NA,NA,"Harris",21
NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,"Trump",67
NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,"Abstained",59
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Harris",99
NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,"Harris",60
NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,"Harris",72
NA,NA,NA,NA,NA,4,NA,4,3,NA,NA,NA,"Trump",40
NA,NA,NA,NA,3,NA,NA,NA,NA,1,3,NA,"Abstained",99
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Abstained",60
2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",46
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",6
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",45
NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,"Abstained",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Harris",64
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",70
4,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,"Harris",67
4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",75
4,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",8
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",50
4,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",70
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",44
NA,NA,3,NA,NA,NA,NA,NA,4,4,NA,NA,"Trump",37
NA,NA,NA,4,NA,4,1,1,NA,NA,NA,NA,"Trump",40
NA,2,NA,4,NA,3,NA,NA,NA,NA,NA,NA,"Trump",85
NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,"Abstained",74
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",59
2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,3,"Abstained",69
NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,"Trump",82
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",41
NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,4,"Trump",62
NA,NA,NA,3,NA,NA,1,4,1,NA,NA,NA,"Abstained",0
NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",91
NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,"Harris",65
4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Trump",70
4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",80
NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,NA,"Abstained",52
NA,NA,4,NA,NA,NA,NA,4,NA,NA,4,4,"Harris",50
NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",30
NA,NA,NA,3,NA,NA,NA,4,NA,4,NA,NA,"Harris",78
NA,3,NA,4,NA,NA,NA,NA,2,NA,3,NA,"Harris",4
4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",61
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",90
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",87
NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",61
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Harris",59
NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",69
NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,"Harris",70
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,"Harris",29
NA,NA,3,NA,NA,NA,4,NA,NA,3,NA,NA,"Abstained",20
4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",59
3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",71
NA,4,NA,NA,4,NA,NA,4,NA,NA,NA,NA,"Trump",80
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",36
NA,NA,2,NA,NA,NA,NA,NA,NA,3,3,NA,"Abstained",50
NA,4,NA,4,NA,4,4,NA,NA,NA,NA,NA,"Trump",31
4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",1
NA,3,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Abstained",40
NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,"Harris",70
NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,"Harris",82
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"Harris",60
4,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,"Trump",53
NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,"Harris",10
NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,3,2,NA,2,NA,NA,"Abstained",48
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,"Harris",71
NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA,"Harris",51
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"Abstained",49
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,"Abstained",51
4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,"Harris",33
4,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,"Harris",20
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Harris",20
NA,3,3,NA,3,4,NA,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",48
NA,NA,NA,NA,NA,4,NA,NA,3,4,3,NA,"Trump",31
NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,"Abstained",40
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Trump",80
NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,4,"Harris",40
NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,4,"Harris",76
4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,"Harris",69
NA,NA,NA,NA,NA,3,NA,3,4,NA,NA,NA,"Trump",90
4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",33
NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,"Abstained",18
NA,4,NA,4,NA,NA,4,NA,4,NA,NA,NA,"Trump",100
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",78
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",80
NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",63
NA,4,NA,NA,4,4,4,NA,NA,NA,NA,NA,"Trump",90
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Harris",89
NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,"Trump",51
3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",47
NA,NA,NA,NA,2,NA,NA,NA,4,NA,4,NA,"Harris",20
NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",71
NA,NA,NA,NA,NA,4,2,3,NA,NA,NA,NA,"Trump",82
3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,"Trump",74
NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,"Trump",39
3,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,"Harris",80
NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",93
NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",29
NA,NA,4,NA,4,NA,NA,4,NA,2,NA,NA,"Harris",95
NA,4,4,NA,NA,NA,2,NA,3,NA,NA,NA,"Harris",35
NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Trump",47
NA,NA,NA,4,NA,NA,NA,3,3,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,"Harris",70
NA,3,NA,NA,NA,NA,4,NA,3,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,NA,"Abstained",8
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",50
4,1,NA,NA,NA,NA,NA,4,4,NA,NA,NA,"Harris",39
NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Trump",7
NA,NA,2,NA,3,NA,NA,NA,NA,NA,4,NA,"Trump",80
3,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,"Trump",59
NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Abstained",8
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",40
NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,3,"Harris",50
NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,"Trump",64
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Trump",22
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",73
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Harris",30
NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,"Harris",41
NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,"Harris",65
NA,3,2,2,NA,NA,NA,2,NA,NA,NA,2,"Trump",50
NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,3,"Abstained",42
NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",59
4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",65
NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,"Trump",40
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",15
4,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,"Abstained",79
NA,NA,2,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",70
NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,"Abstained",69
3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",57
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Harris",30
NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,"Trump",61
